canonical_name,display_name,type,module,source_found_in,source_path,status,owner_source_of_truth,beta_mvp_required,current_or_proposed,duplicate_risk,conflict_risk,notes
sa360_event_title,Event Title,field,M1,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Lifecycle; type: Single line; likely display copy for event_name_internal; should not replace event ledger."
sa360_reschedule_link,Reschedule Link,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Lifecycle; type: Single line; related to calendar/reschedule workflow."
sa360_appt_datetime_text,Appointment DateTime Text,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Lifecycle; type: Single line; presentation field for appointment date/time."
sa360_appt_time_local,Appointment Time Local,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Lifecycle; type: Single line; appointment current/display data."
sa360_appt_date_local,Appointment Date Local,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Lifecycle; type: Single line; appointment current/display data."
sa360_appointment_booked_at,Appointment Booked At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Lifecycle Bridge; type: Single line; overlaps appointment_set_at and outbound appointment_time; choose canonical semantics."
sa360_booking_source,Booking Source,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Lifecycle Bridge; type: Dropdown single; source/current attribution for booking."
sa360_booking_detected,Booking Detected,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Lifecycle Bridge; type: Dropdown single; derived workflow detection; avoid duplicate appointment_status truth."
sa360_confirmation_status,Confirmation Status,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Lifecycle Bridge; type: Dropdown single; confirm/remind current state."
sa360_policy_status,Policy Status,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Lifecycle; type: Dropdown single; exact GHL counterpart to payload policy_status."
sa360_agent_disposition,Agent Disposition,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Lifecycle; type: Dropdown single; exact GHL counterpart to payload agent_disposition."
sa360_appointment_status,Appointment Status,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Lifecycle; type: Dropdown single; exact GHL counterpart to payload appointment_status."
sa360_lifecycle_stage,Lifecycle Stage,field,M1,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Lifecycle; type: Dropdown single; exact GHL counterpart to payload lifecycle_stage."
sa360_lead_status,Lead Status,field,M1,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Lifecycle; type: Dropdown single; likely duplicate of native Lead Status unless raw-vs-normalized mapping is documented."
sa360_routing_status,Routing Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Lifecycle; type: Dropdown single; exact GHL counterpart to payload routing_status."
sa360_ai_status,AI Status,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Lifecycle and SA360 - AI Control; type: Dropdown single; duplicate folder placement/conflict called out by inventory."
sa360_last_outcome_by,Last Outcome By,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Lifecycle; type: Single line; current latest outcome metadata."
sa360_last_outcome_at,Last Outcome At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Lifecycle; type: Single line; latest outcome timestamp."
sa360_first_touch_completed,First Touch Completed,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - Lifecycle; type: Dropdown single; drives M2A/M2B routing."
sa360_outbound_stage,Outbound Stage,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Lifecycle; type: Dropdown single; may overlap lifecycle_stage/routing_status."
sa360_reply_detected,Reply Detected,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - Lifecycle; type: Dropdown single; drives M2D AI handoff."
sa360_followup_day,Followup Day,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - Lifecycle; type: Dropdown single; M2C cadence state."
sa360_timing_gate_last_eval_at,Timing Gate Last Eval At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Lifecycle; type: Single line; M2B timing gate audit field."
sa360_next_contact_at,Next Contact At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - Lifecycle; type: Single line; cadence scheduling state."
sa360_green_attempt_count,Green Attempt Count,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Execution Tracking; type: Number; channel-specific attempt counter."
sa360_blue_attempt_count,Blue Attempt Count,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Execution Tracking; type: Number; channel-specific attempt counter."
sa360_contact_attempt_count,Contact Attempt Count,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Execution Tracking; type: Number; overlaps voice_attempt_count and workflow attempt increments."
sa360_last_routing_step,Last Routing Step,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Execution Tracking; type: Dropdown multiple; audit/debug routing state."
sa360_sale_logged_at,Sale Logged At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Execution Tracking; type: Single line; event timestamp mirror for sale_logged; event ledger remains canonical history."
sa360_appointment_showed_at,Appointment Showed At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Execution Tracking; type: Single line; event timestamp mirror for appointment_showed."
sa360_appointment_set_at,Appointment Set At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Execution Tracking; type: Single line; event timestamp mirror for appointment_set."
sa360_first_response_at,First Response At,field,M1,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Execution Tracking; type: Single line; event timestamp mirror for first_response."
sa360_priority_score,Priority Score,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Execution Tracking; type: Single line; current scoring field; define owner if used by routing."
sa360_assigned_agent_name,Assigned Agent Name,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Execution Tracking; type: Single line; exact GHL counterpart to assigned_agent_name payload/index."
sa360_assigned_agent_id,Assigned Agent ID,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Execution Tracking; type: Single line; exact GHL counterpart to assigned_agent_id payload/index."
user agent,User Agent,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: SA360 - Execution Tracking; type: Single line; raw web attribution/debug field."
ip address,IP Address,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,medium,"Folder: SA360 - Execution Tracking; type: Single line; PII/raw web attribution field."
FBcid,FBcid,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,needs_review,GHL,maybe,current,yes,medium,"Folder: SA360 - Execution Tracking; type: Single line; capitalization/name uncertain; likely overlaps fbc/fbclid."
sa360_first_touch_type,First Touch Type,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - First/Latest Touch; type: Dropdown single; first-touch channel/source state."
sa360_latest_touch_ad_id,Latest Touch Ad ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - First/Latest Touch; type: Single line; overlaps attribution ad_id with latest-touch semantics."
sa360_first_touch_ad_id,First Touch Ad ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - First/Latest Touch; type: Single line; overlaps attribution ad_id with first-touch semantics."
sa360_latest_touch_campaign,Latest Touch Campaign,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - First/Latest Touch; type: Single line; overlaps campaign_name with latest-touch semantics."
sa360_first_touch_campaign,First Touch Campaign,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - First/Latest Touch; type: Single line; overlaps campaign_name with first-touch semantics."
sa360_first_touch_source,First Touch Source,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - First/Latest Touch; type: Single line; overlaps source_platform/source_type/contact source."
sa360_first_touch_time,First Touch Time,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - First/Latest Touch; type: Single line; maps to LeadAttribution.firstTouchAt."
sa360_utm_content,UTM Content,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to utm_content."
sa360_utm_campaign,UTM Campaign,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to utm_campaign."
sa360_utm_medium,UTM Medium,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to utm_medium."
sa360_utm_source,UTM Source,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to utm_source."
sa360_source_platform,Source Platform,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Dropdown single; exact GHL counterpart to source_platform."
sa360_source_type,Source Type,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Attribution; type: Dropdown single; exact GHL counterpart to source_type."
sa360_fbp,FBP,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; Meta browser id; not in current lifecycle schema."
sa360_fbc,FBC,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; Meta click id format; repo uses fbclid/fbc transform concept."
sa360_fbclid,FBCLID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to fbclid."
sa360_adset_name,Ad Set Name,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to adset_name."
sa360_adset_id,Ad Set ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to adset_id."
sa360_ad_name,Ad Name,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to ad_name."
sa360_ad_id,Ad ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to ad_id."
sa360_campaign_name,Campaign Name,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to campaign_name."
sa360_campaign_id,Campaign ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Attribution; type: Single line; exact GHL counterpart to campaign_id."
sa360_client_ad_account_id,Client Ad Account ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Meta Config; type: Single line; Meta account config; DB model does not currently include ad account id."
sa360_meta_sync_enabled,Meta Sync Enabled,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Meta Config; type: Dropdown single; duplicates ClientConfig.metaSyncEnabled/global META_SYNC_ENABLED unless explicitly GHL workflow-owned."
sa360_meta_event_last_sent_at,Meta Event Last Sent At,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Meta Config; type: Single line; mirrors MetaDispatchAttempt/LifecycleEvent processedAt."
sa360_meta_event_last_sent,Meta Event Last Sent,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Meta Config; type: Single line; mirror of dispatch state."
sa360_meta_dataset_id,Meta Dataset ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Meta Config; type: Single line; exact GHL counterpart to meta_dataset_id and ClientConfig.metaDatasetId."
sa360_meta_pixel_id,Meta Pixel ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Meta Config; type: Single line; exact GHL counterpart to meta_pixel_id and ClientConfig.metaPixelId."
sa360_master_dataset_name,Master Dataset Name,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Meta Config; type: Single line; exact GHL counterpart to master_dataset_name."
sa360_master_dataset_id,Master Dataset ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Meta Config; type: Single line; exact GHL counterpart to master_dataset_id."
sa360_source_dataset_name,Source Dataset Name,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Meta Config; type: Single line; exact GHL counterpart to source_dataset_name."
sa360_source_dataset_id,Source Dataset ID,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Meta Config; type: Single line; exact GHL counterpart to source_dataset_id."
sa360_event_last_value_score,Event Last Value Score,field,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Backend Sync; type: Single line; mirrors event value_score; event ledger remains historical truth."
sa360_event_last_webhook_sent_at,Event Last Webhook Sent At,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Backend Sync; type: Single line; mirrors WebhookRequestLog activity."
sa360_event_last_webhook_sent,Event Last Webhook Sent,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Backend Sync; type: Single line; mirror of last webhook event name/status."
sa360_backend_sync_error,Backend Sync Error,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Backend Sync; type: Single line; duplicates request log error fields if used as canonical."
sa360_backend_sync_status,Backend Sync Status,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Backend Sync; type: Single line; duplicates processingStatus if used as canonical."
sa360_last_event_uid,Last Event UID,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360 - Backend Sync; type: Single line; mirror of latest event_uuid only."
sa360_next_event_name,Next Event Name,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Backend Sync; type: Single line; workflow planning field, not event ledger."
sa360_created_at,SA360 Created At,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Core Identity; type: Single line; may duplicate GHL Date Created/DB createdAt."
sa360_landing_page,Landing Page,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Core Identity; type: Single line; landing page attribution/source."
sa360_form_name,Form Name,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Core Identity; type: Single line; GHL form source."
sa360_form_id,Form ID,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Core Identity; type: Single line; GHL form source."
sa360_niche_label,Niche Label,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Core Identity; type: Single line; overlaps lead_type/niche_key."
sa360_client_account_id,Client Account ID,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Core Identity; type: Single line; exact GHL counterpart to payload client_account_id/DB clientAccountId."
sa360_lead_uid,Lead UID,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Core Identity; type: Single line; exact GHL counterpart to payload lead_uid/DB leadUid."
sa360_origin_channel,Origin Channel,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: Contact; type: Single line; overlaps source_type/source_platform/default lead channel."
sa360_needs_review,Needs Review,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: Contact; type: Single line; overlaps future ReviewItem/review queue."
sa360_lead_type,Lead Type,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Routing Prep; type: Dropdown single; exact GHL counterpart to payload lead_type but conflicts with native Lead Type."
sa360_lead_type_normalized,Lead Type Normalized,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: Contact; type: Single line; likely duplicate/normalized companion to sa360_lead_type and native Lead Type."
sa360_dead_lead_flag,Dead Lead Flag,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Routing Prep; type: Dropdown single; exact GHL counterpart to dead_lead_flag."
sa360_routing_eligibility,Routing Eligibility,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Routing Prep; type: Dropdown single; routing derived/current state."
sa360_assignment_pool,Assignment Pool,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Routing Prep; type: Single line; routing assignment config/state."
sa360_normalization_status,Normalization Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Normalize; type: Dropdown single; M1B workflow status."
sa360_email_status,Email Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Normalize; type: Dropdown single; normalized email quality."
sa360_phone_status,Phone Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Normalize; type: Dropdown single; phone quality; must align with phone_e164/native phone."
sa360_duplicate_risk_flag,Duplicate Risk Flag,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Normalize; type: Single line; duplicate detection state."
sa360_duplicate_key_email,Duplicate Key Email,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Normalize; type: Single line; normalized duplicate matching key."
sa360_duplicate_key_phone,Duplicate Key Phone,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Normalize; type: Single line; overlaps phone_e164/phone_digits."
sa360_phone_tollfree_flag,Phone Tollfree Flag,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Normalize; type: Single line; phone classification."
sa360_phone_digits,Phone Digits,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Normalize; type: Single line; exact GHL counterpart to payload phone_digits fallback."
sa360_phone_e164,Phone E.164,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360 - Normalize; type: Single line; exact GHL counterpart to payload phone_e164/DB phoneE164."
sa360_area_code,Area Code,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Timezone / Location; type: Single line; derived phone location."
sa360_state_normalized,State Normalized,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Timezone / Location; type: Single line; duplicates native State if used as truth."
sa360_timezone,Timezone,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Timezone / Location; type: Single line; duplicates native Timezone standard field unless normalized split documented."
sa360_timezone_confidence,Timezone Confidence,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Timezone / Location; type: Dropdown single; normalization metadata."
sa360_timezone_source,Timezone Source,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Timezone / Location; type: Dropdown single; normalization metadata."
sa360_spam_flag,Spam Flag,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Suppression Flags; type: Dropdown single; suppression state."
sa360_dnc_flag,DNC Flag,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Suppression Flags; type: Dropdown single; should align with GHL DND/native consent."
sa360_bad_number_flag,Bad Number Flag,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Suppression Flags; type: Dropdown single; should align with phone_status/wrong_number outcomes."
sa360_last_response_ts,Last Response Timestamp,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - Contact Attempts; type: Single line; response detection/cadence state."
sa360_lal_contactAttempt_ls,LAL Contact Attempt LS,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,needs_review,GHL,maybe,current,yes,medium,"Folder: SA360 - Contact Attempts; type: Single line; screenshot name uncertain; likely legacy/contact attempt field."
sa360_sendblue_fallback_triggered,SendBlue Fallback Triggered,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Contact Attempts; type: Dropdown single; channel fallback state."
sa360_no_reply_streak,No Reply Streak,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - Contact Attempts; type: Single line; M2C/M2E cadence state."
sa360_last_call_attempt_at,Last Call Attempt At,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Voice Control; type: Single line; M3V-A writes now."
sa360_post_call_text_sent,Post Call Text Sent,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Voice Control; type: Dropdown single; M3V-B post-call branch state."
sa360_pre_call_text_sent,Pre Call Text Sent,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Voice Control; type: Dropdown single; M3V-A sets TRUE."
sa360_voice_provider_selected,Voice Provider Selected,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Voice Control; type: Dropdown single; M3V-A guard; overlaps agent/client provider fields."
sa360_call_in_progress,Call In Progress,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Source: M3 voice diagram; used/written by M3V-A/M3V-B; not visible in field list but required by workflow logic."
sa360_ai_takeover_at,AI Takeover At,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - AI Control; type: Single line; M2D state."
sa360_ai_last_status,AI Last Status,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - AI Control; type: Dropdown single; overlaps sa360_ai_status."
sa360_ai_handoff_ready,AI Handoff Ready,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - AI Control; type: Dropdown single; M2D handoff gate."
sa360_ai_provider_selected,AI Provider Selected,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - AI Control; type: Dropdown single; overlaps client_ai_provider."
sa360_ai_mode,AI Mode,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - AI Control; type: Dropdown single; AI workflow mode."
sa360_channel_switch_count,Channel Switch Count,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Channel Orchestration; type: Single line; channel orchestration state."
sa360_same_number_required,Same Number Required,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Channel Orchestration; type: Dropdown single; overlaps client_requires_same_number_continuity."
